,Name of Village,Sampled Year,Land Area,Longitude,Lattitude,pH,EC,OC,P,K,S,Zn,Fe,Cu,Mn,B,Fertility Index,Crop Name,Irrigation Pattern,Crop Rotation,Fertilizer Used,Yield Returns,YR(Label)
118,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
119,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
120,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
121,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
122,Varadaganahalli Avani Hobli,2016-17,0.26,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
123,Varadaganahalli Avani Hobli,2016-17,1.28,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
124,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
125,Varadaganahalli Avani Hobli,2016-17,9.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
126,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
127,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
128,Varadaganahalli Avani Hobli,2016-17,0.1,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
129,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
130,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,1.0,Corn - local,Rainfeed,No,InOrganic,Moderate,3
131,Varadaganahalli Avani Hobli,2016-17,0.2,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,1.0,Corn - local,Rainfeed,No,InOrganic,Moderate,3
132,Varadaganahalli Avani Hobli,2016-17,1.2,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,Beans-Royal,Rainfeed,No,Organic,Moderate,3
133,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,1.0,Beans-Royal,Rainfeed,No,InOrganic,Moderate,3
134,Varadaganahalli Avani Hobli,2016-17,1.5,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,3.0,Tomato,Rainfeed,No,Organic,Moderate,3
135,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,Tomato,Rainfeed,No,Organic,Moderate,3
136,Varadaganahalli Avani Hobli,2016-17,1.5,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,Tomato,Rainfeed,No,Organic,Moderate,3
137,Varadaganahalli Avani Hobli,2016-17,3.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,1.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
138,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
139,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,3.0,Mango,Irrigation,No,Organic,Moderate,3
140,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,3.0,Mango,Irrigation,No,InOrganic,Good,2
141,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,1.0,Mango,Irrigation,No,InOrganic,Moderate,3
142,Varadaganahalli Avani Hobli,2016-17,3.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,2.0,Mango,Irrigation,No,InOrganic,Moderate,3
143,Varadaganahalli Avani Hobli,2016-17,0.2,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,Mango,Irrigation,No,InOrganic,Moderate,3
144,Varadaganahalli Avani Hobli,2016-17,2.26,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,Corn - local,Irrigation,No,Organic,Moderate,3
145,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
146,Varadaganahalli Avani Hobli,2016-17,1.0,78.59305569,13.228888942,6.8,1.14,0.18,12.0,258.0,77.0,0.25,6.4,0.22,9.74,0.8,4.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
147,Varadaganahalli Avani Hobli,2016-17,1.0,78.585000128,13.228888942,6.7,1.23,0.14,46.0,369.0,58.0,0.74,16.1,0.33,18.1,1.0,1.0,Mango,Irrigation,No,Organic,High,1
148,Varadaganahalli Avani Hobli,2016-17,0.31,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,Mango,Irrigation,No,Organic,Moderate,3
149,Varadaganahalli Avani Hobli,2016-17,0.29,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
150,Varadaganahalli Avani Hobli,2016-17,0.29,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
151,Varadaganahalli Avani Hobli,2016-17,0.35,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,2.0,Tomato Hybrid,Rainfeed,No,Organic,High,1
152,Varadaganahalli Avani Hobli,2016-17,0.7,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,4.0,Tomato Hybrid,Rainfeed,No,Organic,Moderate,3
153,Varadaganahalli Avani Hobli,2016-17,0.1,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,1.0,Tomato Hybrid,Rainfeed,No,Organic,High,1
154,Varadaganahalli Avani Hobli,2016-17,0.12,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,Tomato Hybrid,Rainfeed,No,InOrganic,Good,2
155,Varadaganahalli Avani Hobli,2016-17,0.9,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,Tomato Hybrid,Rainfeed,No,Organic,Moderate,3
156,Varadaganahalli Avani Hobli,2016-17,0.25,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,Tomato Hybrid,Irrigation,No,Organic,Moderate,3
157,Varadaganahalli Avani Hobli,2016-17,1.0,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,1.0,Tomato Hybrid,Irrigation,No,Organic,High,1
158,Varadaganahalli Avani Hobli,2016-17,0.9,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,2.0,Tomato Hybrid,Irrigation,No,InOrganic,Moderate,3
159,Varadaganahalli Avani Hobli,2016-17,0.9,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,1.0,Beans-Royal,Irrigation,No,InOrganic,Moderate,3
160,Varadaganahalli Avani Hobli,2016-17,0.9,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,4.0,Tomato,Rainfeed,No,InOrganic,Moderate,3
161,Varadaganahalli Avani Hobli,2016-17,0.1,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,Tomato,Rainfeed,No,Organic,Moderate,3
162,Varadaganahalli Avani Hobli,2016-17,0.6,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,4.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
163,Varadaganahalli Avani Hobli,2016-17,0.4,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,4.0,Peanut,Irrigation,No,Organic,Moderate,3
164,Varadaganahalli Avani Hobli,2016-17,0.6,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,4.0,Peanut,Irrigation,No,Organic,Moderate,3
165,Varadaganahalli Avani Hobli,2016-17,0.6,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,4.0,Mango,Irrigation,No,Organic,Moderate,3
166,Varadaganahalli Avani Hobli,2016-17,0.15,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,Mango,Rainfeed,No,InOrganic,Good,2
167,Varadaganahalli Avani Hobli,2016-17,0.18,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
168,Varadaganahalli Avani Hobli,2016-17,0.9,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
169,Varadaganahalli Avani Hobli,2016-17,0.18,78.593333468,13.236944504,6.8,1.13,0.32,9.0,373.0,94.0,0.25,7.73,0.38,9.81,1.0,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
170,Varadaganahalli Avani Hobli,2016-17,0.1,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
171,Varadaganahalli Avani Hobli,2016-17,0.12,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
172,Varadaganahalli Avani Hobli,2016-17,0.8,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,2.0,Peanut,Rainfeed,No,InOrganic,Moderate,3
173,Varadaganahalli Avani Hobli,2016-17,0.1,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,1.0,Peanut,Rainfeed,No,Organic,High,1
174,Varadaganahalli Avani Hobli,2016-17,0.5,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,1.0,Mango,Irrigation,No,InOrganic,Moderate,3
175,Varadaganahalli Avani Hobli,2016-17,0.7,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
176,Varadaganahalli Avani Hobli,2016-17,0.3,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
177,Varadaganahalli Avani Hobli,2016-17,0.7,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,3.0,Tomato,Rainfeed,No,InOrganic,Good,2
178,Varadaganahalli Avani Hobli,2016-17,0.12,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,1.0,Tomato,Irrigation,No,InOrganic,Moderate,3
179,Varadaganahalli Avani Hobli,2016-17,0.4,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,4.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
180,Varadaganahalli Avani Hobli,2016-17,0.8,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
181,Varadaganahalli Avani Hobli,2016-17,0.26,78.346666744,13.140000032,7.4,0.44,0.14,15.0,346.0,42.7,0.49,5.3,0.4,3.86,0.28,4.0,Millet is Native,Rainfeed,Yes,Organic,Moderate,3
182,Varadaganahalli Avani Hobli,2016-17,1.0,78.576944566,13.233888936,5.5,1.36,0.19,14.0,188.0,46.0,0.58,18.07,0.58,9.12,1.0,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
183,Varadaganahalli Avani Hobli,2016-17,1.0,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,2.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
184,Varadaganahalli Avani Hobli,2016-17,1.1,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,2.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
185,Varadaganahalli Avani Hobli,2016-17,0.1,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,3.0,Millet is Native,Irrigation,Yes,InOrganic,Good,2
186,Varadaganahalli Avani Hobli,2016-17,0.28,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,4.0,Millet is Native,Irrigation,Yes,Organic,Moderate,3
187,Varadaganahalli Avani Hobli,2016-17,0.1,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
188,Varadaganahalli Avani Hobli,2016-17,1.12,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
189,Varadaganahalli Avani Hobli,2016-17,0.26,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
190,Varadaganahalli Avani Hobli,2016-17,1.0,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
191,Varadaganahalli Avani Hobli,2016-17,0.26,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
192,Varadaganahalli Avani Hobli,2016-17,0.11,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,1.0,Non-agricultural,Rainfeed,No,InOrganic,Moderate,3
193,Varadaganahalli Avani Hobli,2016-17,0.4,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
194,Varadaganahalli Avani Hobli,2016-17,2.4,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,2.0,Millet is Native,Rainfeed,Yes,Organic,High,1
195,Varadaganahalli Avani Hobli,2016-17,1.0,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
196,Varadaganahalli Avani Hobli,2016-17,0.11,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
197,Varadaganahalli Avani Hobli,2016-17,0.11,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
198,Varadaganahalli Avani Hobli,2016-17,0.2,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
199,Varadaganahalli Avani Hobli,2016-17,0.4,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
200,Varadaganahalli Avani Hobli,2016-17,0.13,78.568611226,13.237222282,6.6,1.63,0.19,52.0,341.0,72.0,0.65,18.2,0.29,3.92,2.7,3.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
201,Varadaganahalli Avani Hobli,2016-17,0.14,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
202,Varadaganahalli Avani Hobli,2016-17,0.14,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,3.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
203,Varadaganahalli Avani Hobli,2016-17,0.14,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
204,Varadaganahalli Avani Hobli,2016-17,0.1,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,2.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
205,Varadaganahalli Avani Hobli,2016-17,0.6,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
206,Varadaganahalli Avani Hobli,2016-17,0.9,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
207,Varadaganahalli Avani Hobli,2016-17,0.4,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
208,Varadaganahalli Avani Hobli,2016-17,0.6,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
209,Varadaganahalli Avani Hobli,2016-17,0.2,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,4.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
210,Varadaganahalli Avani Hobli,2016-17,0.6,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
211,Varadaganahalli Avani Hobli,2016-17,0.13,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
212,Varadaganahalli Avani Hobli,2016-17,0.17,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
213,Varadaganahalli Avani Hobli,2016-17,0.24,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
214,Varadaganahalli Avani Hobli,2016-17,0.5,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,2.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
215,Varadaganahalli Avani Hobli,2016-17,0.5,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
216,Varadaganahalli Avani Hobli,2016-17,0.1,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
217,Varadaganahalli Avani Hobli,2016-17,0.2,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,3.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
218,Varadaganahalli Avani Hobli,2016-17,0.2,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,2.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
219,Varadaganahalli Avani Hobli,2016-17,0.7,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,2.0,Tomato Hybrid,Irrigation,No,InOrganic,Moderate,3
220,Varadaganahalli Avani Hobli,2016-17,0.12,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
221,Varadaganahalli Avani Hobli,2016-17,0.7,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,2.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
222,Varadaganahalli Avani Hobli,2016-17,0.11,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
223,Varadaganahalli Avani Hobli,2016-17,0.27,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,3.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
224,Varadaganahalli Avani Hobli,2016-17,0.16,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
225,Varadaganahalli Avani Hobli,2016-17,0.37,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
226,Varadaganahalli Avani Hobli,2016-17,0.28,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,2.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
227,Varadaganahalli Avani Hobli,2016-17,0.14,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
228,Varadaganahalli Avani Hobli,2016-17,0.5,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,2.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
229,Varadaganahalli Avani Hobli,2016-17,0.5,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,2.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
230,Varadaganahalli Avani Hobli,2016-17,0.14,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
231,Varadaganahalli Avani Hobli,2016-17,0.11,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
232,Varadaganahalli Avani Hobli,2016-17,0.6,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
233,Varadaganahalli Avani Hobli,2016-17,0.12,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
234,Varadaganahalli Avani Hobli,2016-17,0.14,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,3.0,Millet is Native,Rainfeed,Yes,Organic,Moderate,3
235,Varadaganahalli Avani Hobli,2016-17,0.3,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,4.0,Millet is Native,Rainfeed,Yes,Organic,Moderate,3
236,Varadaganahalli Avani Hobli,2016-17,0.13,78.576944566,13.237222282,6.7,1.26,0.43,30.0,294.0,81.0,0.42,5.96,0.27,17.12,4.6,4.0,Millet is Native,Rainfeed,Yes,InOrganic,Moderate,3
